User,Username,UTC Date,Tweet,Binders,Permalink,Retweet count,Likes count,Tweet value
Lemon Submarine,@submarine_lemon,2023-01-16 10:54:04,RT @Jale_Akbari: Protest for Women in #Afghanistan. @rahman_akbari20 and I made a sign to include the situation of Hazara women. A holistic discussion on women’s rights must include the right to life and address targeted attacks on #Hazara communities.  #StopHazaraGenocide https://t.co/B1BXcYkd8d,,https://www.twitter.com/user/status/1614939035281285121,0,0,1.2
Alan,@Alan36594063,2023-01-16 10:53:57,"RT @Fyrishsunset: Still ‘proud’ @AnasSarwar @agcolehamilton  @jackiebmsp @willie_rennie @MonicaLennon7 @GillianMSP @MareeToddMSP @jamiegreeneUK @Jackson_Carlaw @Audrey4ASNK @LabourRichard?

‘Rape monster who targeted female victims demands move to WOMEN'S prison’ https://t.co/OsNDMJu1rH",,https://www.twitter.com/user/status/1614939006554324992,0,0,0.18
BwiJwekwe 𐤀 🥰 King Koo & Queen Bwi,@TaeV_Elle,2023-01-16 10:53:55,"RT @thvreport: Report and Block these akgaes under targeted harassment, sp@m and h@cked

📎 https://t.co/okBP5P2PnM
📎https://t.co/ChOnDrHt09
📎https://t.co/kVwPWAEB6h https://t.co/sql52FFN7K",,https://www.twitter.com/user/status/1614938995322126343,0,0,0.94
Susan Margaret Cooper - Author & Researcher 📜,@SueCooperBridge,2023-01-16 10:53:27,"RT @KingCharlesIRTN: Terrifying scene before 
King Charles I family flee London Jan 1642 by Fortunino Matania. The Rebel Junto in Parliament organised targeted mob protests/stoking fake news fears of Catholic takeover plot reached fever pitch. Their NO 1 target now Queen Henrietta Maria #Art #History https://t.co/9JWBdPk3wD",,https://www.twitter.com/user/status/1614938877826932737,0,0,5.17
Peace in world,@Peaceinworld12,2023-01-16 10:53:27,"RT @hrw: In India, the BJP-led government continued its systematic discrimination and stigmatization of religious minorities, particularly Muslims. BJP supporters increasingly committed violent attacks against targeted groups. #Rights2023  https://t.co/g4scvEgznN",,https://www.twitter.com/user/status/1614938876992425984,0,0,0.36
Stardust🇺🇸🇦🇫🇺🇦,@Jeannie_Hartley,2023-01-16 10:52:28,RT @Jale_Akbari: Protest for Women in #Afghanistan. @rahman_akbari20 and I made a sign to include the situation of Hazara women. A holistic discussion on women’s rights must include the right to life and address targeted attacks on #Hazara communities.  #StopHazaraGenocide https://t.co/B1BXcYkd8d,,https://www.twitter.com/user/status/1614938629662736385,0,0,22.82
Prem,@Prem37961609,2023-01-16 10:52:25,"RT @Shinny4SSR: Listen how few people are enough to point out Right &gt; Wrong 
While Sushant was alive he was targeted &amp; even now Pathaan PR in tandem with Dayan supporters are running Smear Campaign Against Sushant #BoycottBollywood 
#BoycottPathaan https://t.co/o8xec1g3d2",,https://www.twitter.com/user/status/1614938618547818498,0,0,0.74
MN. (SHAMITA & SHIV ❤️),@medha_nayak,2023-01-16 10:52:21,"RT @shivthakre_stan: He deserves all the happiness &amp; success. Stop giving explanations!!!. His upbringing is marvelous. He will respect even his haters. His mom was forcing him to make shalin captain who targeted Shiv everytime. Just focus on hyping him on every platform.
#ShivThakare @ShivThakare9 https://t.co/K40voRdf9Y",,https://www.twitter.com/user/status/1614938601435049985,0,0,0.41
LH 🇬🇧,@lostcityonline,2023-01-16 10:52:19,"RT @CrimeLdn: The drive-by shooting in Camden reportedly could have links to the Colombian drug trade as the deceased woman whose ceremony was targeted was married to a convicted member of the Cali cartel.

https://t.co/Q1OcwaBove",,https://www.twitter.com/user/status/1614938594199891970,0,0,1.37
Sherry,@Sherry40614670,2023-01-16 10:50:55,RT @laralogan: Hard to imagine anything more significant than what this reveals. Many of us knew at the time they were lying &amp; we were targeted &amp; smeared. New Twitter File dump shows Dem. lawmakers knowingly pushed fake Russia narrative about Nunes report | Just The News https://t.co/mouPsnfZOb,,https://www.twitter.com/user/status/1614938242046136321,0,0,5.67
Robert Nabholz,@bobbellywood,2023-01-16 10:49:10,"RT @Howard_Lovy: @JTAnews To ""Globalize the Intifada"" means that any Jew anywhere in the world is a target for violence. It also means that any moderate Palestinians who may still exist are targeted. The result is a hardening of extremist views on both sides, making peace even less likely.",,https://www.twitter.com/user/status/1614937801124106242,0,0,0.07
Luís Galiza,@cardoso_lus,2023-01-16 10:48:57,"RT @EuromaidanPress: Top Ukraine's boxing coach Mykhailo Korenovskyi was killed in a Russian missile strike on Dnipro

On 14 January, the Russian Army targeted a residential building in Dnipro with a Kh-22 missile and killed 30 civilians and injured 73
https://t.co/hAGy4rRYRY https://t.co/GXazuxKGXL",,https://www.twitter.com/user/status/1614937745293742080,0,0,0.04
⚔️ ਬਾਣੀ ☀️⚘️,@Blessed1699,2023-01-16 10:48:55,RT @AnilJha58772137: #FreeSikhPrisoners where is our freedom of speech? Where are our humans rights? Why #bandisingh are still in the jails despite completing their punishments?why an Indian constitution does these things only with sikhs? Why sikhs are being targeted? #bandisinghrehakaro https://t.co/fqFdb6lLOn,,https://www.twitter.com/user/status/1614937739874402305,0,0,3.17
i am very feel,@FlippinAlbanian,2023-01-16 10:48:23,"RT @CrimeLdn: The drive-by shooting in Camden reportedly could have links to the Colombian drug trade as the deceased woman whose ceremony was targeted was married to a convicted member of the Cali cartel.

https://t.co/Q1OcwaBove",,https://www.twitter.com/user/status/1614937605900013569,0,0,0.94
ሜሪ ጓልቶም ጀጋኑ,@novel_hadush,2023-01-16 10:47:50,"As part of +#800days long genocidal war ll invaders have brutally targeted civilians &amp; infrastructure. Immediate &amp; verifiable withdrawal of Amhara militias, 🇪🇷 n forces is needed to end this suffering #EritreaOutOfTigray #AmharaOutOfTigray @POTUS . @SecBlinken @_AfricanUnion @hrw https://t.co/OYgynReujI",,https://www.twitter.com/user/status/1614937465852133379,92,17,8.17
Sudha Jagannathan,@sudhaj12,2023-01-16 10:47:07,RT @TheAusToday: Buddhist Council of Victoria and Victorian Council of Churches issue statement condemning the attack on #Hindu #Temple @BAPS We deplore that a peaceful place of religious worship has been targeted in this way. We are especially concerned about the threats to the Hindu community. https://t.co/3Uff4ECUC8,,https://www.twitter.com/user/status/1614937286789173250,0,0,0.05
Zewdu ❤💛🌹,@zewdu_mawcha,2023-01-16 10:46:22,"As part of +#800days long genocidal war ll invaders have brutally targeted civilians and infrastructure.Immediate &amp; verifiable withdrawal of Amhara militias,🇪🇷n forces is needed to end this suffering #EritreaOutOfTigray #AmharaOutOfTigray @POTUS @SecBlinken @_AfricanUnion @UNICEF https://t.co/KMioSrjbDf",,https://www.twitter.com/user/status/1614937096644612096,98,19,18.25
"Francisco T. Sycip, Jr.",@sycipft,2023-01-16 10:46:17,"RT @CanadianKitty1: ‼️🇺🇸 The Congress talked about the development of targeted biological weapons against Russian men

According to Congressman Jason Crowe, this weapon is designed to damage the DNA of a specific person, as well as people of a certain race or nationality.

1/
. https://t.co/wAwXmJR6zu",,https://www.twitter.com/user/status/1614937074557415424,0,0,0.37
Глущенко Анна Володимирівна,@AnnaGlusenko,2023-01-16 10:46:15,"RT @mhmck: Firing artillery, militants of the Russian terrorist state targeted and struck the premises of the Ukrainian Red Cross Society in Kherson.

📷 Kyrylo Tymoshenko, Deputy Head of the Office of the President of Ukraine, on his Telegram channel

https://t.co/RRLZVig390 https://t.co/7mQXgjDYy3",,https://www.twitter.com/user/status/1614937065765871617,0,0,0.05
I am Him.. It is Me,@roman_wacho,2023-01-16 10:46:07,RT @FirinneCeartas: William Logue Millar ….Logue Millar …Wiliam Logue is the very man aged 44years old who sent Fiona Donohoe vile hateful racist comments about her son Noah for 6months and now is contesting his charges due to context/6months he targeted Fiona and did not care how she felt! Hiding https://t.co/KaFFoJ9Sor https://t.co/UbJco9BbXf,,https://www.twitter.com/user/status/1614937032752615427,0,0,2.69
Stagg&Collins,@Staggandcollins,2023-01-16 10:45:36,"RT @FXWMusic: We're looking for an Artist to give us an insight into their career and feature in next week's edition of our Upcoming Artist Newsletter🔥

I mean, free targeted promotion to 100's of engaged readers, is pretty good, right?

If you're interested, RT this tweet! https://t.co/gzrAB8tjc1",,https://www.twitter.com/user/status/1614936904645976065,0,0,0.99
sadie🐾,@Labradude3,2023-01-16 10:45:01,"RT @sapphicjopper: this feels oddly targeted at adopted/foster family which i take very personally. 

if you believe that el and mike developed real romantic feelings for each other after a short time, why is it so hard to believe she's formed a family with the people who took her in for 8 months? https://t.co/mjzpyN8JUw",,https://www.twitter.com/user/status/1614936758545969154,0,0,0.35
AWO KEHINDE OLUWASEYI,@dawisker,2023-01-16 10:44:23,"RT @patrickanum: @SaharaReporters These are systemic killings which are not coincidental 

Lots of international organizations have corroborated this fact that these are targeted at selected communities and individuals",,https://www.twitter.com/user/status/1614936597169848328,0,0,0.42
jones,@jones_jonezee,2023-01-16 10:44:10,"RT @RedCollectiveUK: Starmer advocates honesty and integrity in politics, yet has reneged on every pledge, lied repeatedly, admitted he wants to privatise the NHS, targeted Jewish members, failed to support workers and taken massive donations from dodgy Tories.

This man should be nowhere near power. https://t.co/YC6Bl8FzLY",,https://www.twitter.com/user/status/1614936544288047106,0,0,0.26
🇬🇦🇨🇦 UNITÉ AFRICAINE,@roedo1,2023-01-16 10:43:43,"RT @narrative_hole: @DefenceU Your own AD intercepted the missile and exchanged some electrical substation for an entire residential building.

Your claim that the building was purposefully targeted was a lie

Your claim that you can’t intercept Kh-22 missiles was a lie, as you claimed to intercept it before",,https://www.twitter.com/user/status/1614936427699269633,0,0,1.25
Kamru Choudhury,@Kamru_Choudhury,2023-01-16 10:43:34,"RT @hrw: In India, the BJP-led government continued its systematic discrimination and stigmatization of religious minorities, particularly Muslims. BJP supporters increasingly committed violent attacks against targeted groups. #Rights2023  https://t.co/g4scvEgznN",,https://www.twitter.com/user/status/1614936393461157895,0,0,2.72
Tony Stanton,@TonyJSt,2023-01-16 10:42:40,"RT @RedCollectiveUK: Starmer advocates honesty and integrity in politics, yet has reneged on every pledge, lied repeatedly, admitted he wants to privatise the NHS, targeted Jewish members, failed to support workers and taken massive donations from dodgy Tories.

This man should be nowhere near power. https://t.co/YC6Bl8FzLY",,https://www.twitter.com/user/status/1614936166230278146,0,0,0.12
Maksym nazar,@MaksymNazar2,2023-01-16 10:42:36,"RT @EuromaidanPress: Top Ukraine's boxing coach Mykhailo Korenovskyi was killed in a Russian missile strike on Dnipro

On 14 January, the Russian Army targeted a residential building in Dnipro with a Kh-22 missile and killed 30 civilians and injured 73
https://t.co/hAGy4rRYRY https://t.co/GXazuxKGXL",,https://www.twitter.com/user/status/1614936149272956929,0,0,0.21
Masters Touch C.,@MastersTouchCo1,2023-01-16 10:42:31,RT @JudicialWatch: .@ElonMusk targeted by Biden operation and Left because he is promoting more free speech on Twitter. https://t.co/iwOpyeg8Ah,,https://www.twitter.com/user/status/1614936126397059074,0,0,0.2
Eleni,@CTrentham88,2023-01-16 10:42:08,"RT @shailjapatel: “Suella Braverman refused to apologise for dehumanising language when challenged by a Holocaust survivor. The Home Office has demanded we remove the footage. As a therapy provider to torture survivors who feel targeted by her language, we will not do so.""

https://t.co/BZouSGvUma",,https://www.twitter.com/user/status/1614936032775995395,0,0,0.58
Minembwetv,@minembwetv,2023-01-16 10:41:41,RT @banyamulenge_k: Who is killing the Nande people and why are they being targeted? @Presidence_RDC should tell us . During this election we have to send home @LukondeSama government including the president #Felix https://t.co/Yiap1LxWlG,,https://www.twitter.com/user/status/1614935918221180936,0,0,2.65
BLACKSOCIALIST29,@AFROELLAND29,2023-01-16 10:41:23,"RT @RedCollectiveUK: Starmer advocates honesty and integrity in politics, yet has reneged on every pledge, lied repeatedly, admitted he wants to privatise the NHS, targeted Jewish members, failed to support workers and taken massive donations from dodgy Tories.

This man should be nowhere near power. https://t.co/YC6Bl8FzLY",,https://www.twitter.com/user/status/1614935843042369536,0,0,2.81
Anjali Rajput,@anjali9149,2023-01-16 10:38:50,"RT @OfficialSad45: She is the youngest contestant in the BB house &amp; gain lots of love and respect from us.she is the strongest contestant and most targeted person but still she is standing tall and high, Nd most importantly never loose dignity &amp; respect.

UNBEATABLE STAR SUMBUL
#SumbulTouqeerKhan https://t.co/ePoHAUldKF",,https://www.twitter.com/user/status/1614935198973714432,0,0,0.1
matthew holt,@fckeato,2023-01-16 10:38:38,"RT @RedCollectiveUK: Starmer advocates honesty and integrity in politics, yet has reneged on every pledge, lied repeatedly, admitted he wants to privatise the NHS, targeted Jewish members, failed to support workers and taken massive donations from dodgy Tories.

This man should be nowhere near power. https://t.co/YC6Bl8FzLY",,https://www.twitter.com/user/status/1614935149283577858,0,0,0.08
Monica 💙 | @vuduchick@toad.social,@Vuduchick,2023-01-16 10:38:29,"RT @mog7546: The latest massive Russian wave of attacks targeted civilians and energy infrastructure

The apartments were hit by a Russian Kh-22 missile which is called an ""aircraft carrier killer”

NOT HAVING LONG RANGE MISSILES MEANS UKRAINE CANNOT DEFEND ITSELF
#MOG
https://t.co/ryxau9vN0e",,https://www.twitter.com/user/status/1614935114001047554,0,0,4.84
Areeb_Zahra,@TirmiziAreeb,2023-01-16 10:37:42,"RT @alihussainrony: Because @archanagautamm is strong
STOP TARGETING ARCHANA
BB16 HEARTBEAT ARCHANA
Archana is being targeted very badly inspite she has improved her game her entertainment and her strong opinion about the contestants the only raw and real contestant of this season 
#BB16  #ColorsTv https://t.co/MOEhVHzVKG",,https://www.twitter.com/user/status/1614934913307877377,0,0,0.03
MickyንTigray,@tigray_micky,2023-01-16 10:37:40,"As part of +#800days long genocidal war ll invaders have brutally targeted civilians and infrastructure. Immediate &amp; verifiable withdrawal of Amhara militias, 🇪🇷 n forces is needed to end this suffering #EritreaOutOfTigray #AmharaOutOfTigray @POTUS . @SecBlinken @_AfricanUnion https://t.co/NkIBFjnl0I",,https://www.twitter.com/user/status/1614934906420740096,252,73,11.88
Sesshy-kun,@Sesshylover2,2023-01-16 10:36:16,"RT @shivthakre_stan: He deserves all the happiness &amp; success. Stop giving explanations!!!. His upbringing is marvelous. He will respect even his haters. His mom was forcing him to make shalin captain who targeted Shiv everytime. Just focus on hyping him on every platform.
#ShivThakare @ShivThakare9 https://t.co/K40voRdf9Y",,https://www.twitter.com/user/status/1614934554447613952,0,0,0.64
Celèste,@nawsatp,2023-01-16 10:35:38,"RT @shailjapatel: “Suella Braverman refused to apologise for dehumanising language when challenged by a Holocaust survivor. The Home Office has demanded we remove the footage. As a therapy provider to torture survivors who feel targeted by her language, we will not do so.""

https://t.co/BZouSGvUma",,https://www.twitter.com/user/status/1614934393952571394,0,0,0.07
Ishran Nawab شافیق,@IrshanNawab,2023-01-16 10:35:31,"RT @hrw: In India, the BJP-led government continued its systematic discrimination and stigmatization of religious minorities, particularly Muslims. BJP supporters increasingly committed violent attacks against targeted groups. #Rights2023  https://t.co/g4scvEgznN",,https://www.twitter.com/user/status/1614934365628399616,0,0,0.56
Joyce Catanzariti,@JoyceCatanzari8,2023-01-16 10:35:22,"RT @RedCollectiveUK: Starmer advocates honesty and integrity in politics, yet has reneged on every pledge, lied repeatedly, admitted he wants to privatise the NHS, targeted Jewish members, failed to support workers and taken massive donations from dodgy Tories.

This man should be nowhere near power. https://t.co/YC6Bl8FzLY",,https://www.twitter.com/user/status/1614934328383004672,0,0,0.39
Ginette Mifsud 🇺🇦 🌻,@ginmifsud,2023-01-16 10:33:26,RT @pravda_eng: Prosecutor General’s Office names Russian military unit that targeted residential building in Dnipro https://t.co/CPHU73kiF5,,https://www.twitter.com/user/status/1614933840325214208,0,0,0.46
Lee Mogan,@LeeMogan42,2023-01-16 10:32:52,"RT @SonyaSceats: We provide therapy to torture survivors who feel targeted by her language and who know first-hand where such dehumanising language can lead.

The Home Office has asked us to take this video down —- but we will not do so. https://t.co/jsBn8hQ6xV",,https://www.twitter.com/user/status/1614933700193517569,0,0,1.44
Mansi 🤍,@mansira23720216,2023-01-16 10:32:15,"RT @alihussainrony: Because @archanagautamm is strong
STOP TARGETING ARCHANA
BB16 HEARTBEAT ARCHANA
Archana is being targeted very badly inspite she has improved her game her entertainment and her strong opinion about the contestants the only raw and real contestant of this season 
#BB16  #ColorsTv https://t.co/MOEhVHzVKG",,https://www.twitter.com/user/status/1614933541959389184,0,0,0.17
Sludge,@sludge_princes,2023-01-16 10:31:36,"RT @EuromaidanPress: Top Ukraine's boxing coach Mykhailo Korenovskyi was killed in a Russian missile strike on Dnipro

On 14 January, the Russian Army targeted a residential building in Dnipro with a Kh-22 missile and killed 30 civilians and injured 73
https://t.co/hAGy4rRYRY https://t.co/GXazuxKGXL",,https://www.twitter.com/user/status/1614933379627241473,0,0,0.45
Akamal(أكامل),@AkamalAkhil,2023-01-16 10:31:24,"RT @hrw: In India, the BJP-led government continued its systematic discrimination and stigmatization of religious minorities, particularly Muslims. BJP supporters increasingly committed violent attacks against targeted groups. #Rights2023  https://t.co/g4scvEgznN",,https://www.twitter.com/user/status/1614933331011063808,0,0,0.01
🥕🍓,@tetekoobun,2023-01-16 10:31:24,"RT @thvreport: Report and Block these akgaes under targeted harassment, sp@m and h@cked

📎 https://t.co/okBP5P2PnM
📎https://t.co/ChOnDrHt09
📎https://t.co/kVwPWAEB6h https://t.co/sql52FFN7K",,https://www.twitter.com/user/status/1614933328871948288,0,0,0.35
DjO,@DJO5_,2023-01-16 10:31:02,"RT @CrimeLdn: The drive-by shooting in Camden reportedly could have links to the Colombian drug trade as the deceased woman whose ceremony was targeted was married to a convicted member of the Cali cartel.

https://t.co/Q1OcwaBove",,https://www.twitter.com/user/status/1614933238115352577,0,0,0.77
Marco,@crookshayabusa,2023-01-16 10:30:59,"RT @CrimeLdn: The drive-by shooting in Camden reportedly could have links to the Colombian drug trade as the deceased woman whose ceremony was targeted was married to a convicted member of the Cali cartel.

https://t.co/Q1OcwaBove",,https://www.twitter.com/user/status/1614933226530770947,0,0,0.12
yuri`,@reivaxlgn,2023-01-16 10:30:17,"RT @thvreport: Report and Block these akgaes under targeted harassment, sp@m and h@cked

📎 https://t.co/okBP5P2PnM
📎https://t.co/ChOnDrHt09
📎https://t.co/kVwPWAEB6h https://t.co/sql52FFN7K",,https://www.twitter.com/user/status/1614933046742093825,0,0,0.2
NUNA N'JK🐰💜LV IN LOVE KV🐰🐻,@StampBerry3,2023-01-16 10:30:07,"RT @thvreport: Report and Block these akgaes under targeted harassment, sp@m and h@cked

📎 https://t.co/okBP5P2PnM
📎https://t.co/ChOnDrHt09
📎https://t.co/kVwPWAEB6h https://t.co/sql52FFN7K",,https://www.twitter.com/user/status/1614933007101734912,0,0,0.35
𝓚𝓪𝓻𝓸𝓵 ✈️,@KBrentek,2023-01-16 10:30:05,"RT @NBCLA: Indiana University says an 18-year-old student was targeted and stabbed on a bus in Bloomington for being Asian.

https://t.co/79beKVFmPd",,https://www.twitter.com/user/status/1614932998792568833,0,0,1.59
Ahmet 🇸🇴,@Axmedd21,2023-01-16 10:29:15,"RT @DailyJubba: #BREAKING: Businessman &amp; Activist Yahya Hared has been shot dead in #Kismayo, Lower Jubba region.

Yahya is yet another victim in the ever increasing spate of targeted killings in Kismayo, where the one-city #Jubaland administration routinely kills any of its critics. https://t.co/HFCxi3nDOW",,https://www.twitter.com/user/status/1614932787378659329,0,0,4.26
Ayaan Khan,@AyaanKhma,2023-01-16 10:28:45,"RT @alihussainrony: Because @archanagautamm is strong
STOP TARGETING ARCHANA
BB16 HEARTBEAT ARCHANA
Archana is being targeted very badly inspite she has improved her game her entertainment and her strong opinion about the contestants the only raw and real contestant of this season 
#BB16  #ColorsTv https://t.co/MOEhVHzVKG",,https://www.twitter.com/user/status/1614932664078794752,0,0,0.1
YiG,@YiG_switch,2023-01-16 10:28:22,"RT @SonyaSceats: We provide therapy to torture survivors who feel targeted by her language and who know first-hand where such dehumanising language can lead.

The Home Office has asked us to take this video down —- but we will not do so. https://t.co/jsBn8hQ6xV",,https://www.twitter.com/user/status/1614932565873561609,0,0,0.07
Sankarshan Khajuria,@sankarshan841,2023-01-16 10:27:54,"RT @shivthakre_stan: He deserves all the happiness &amp; success. Stop giving explanations!!!. His upbringing is marvelous. He will respect even his haters. His mom was forcing him to make shalin captain who targeted Shiv everytime. Just focus on hyping him on every platform.
#ShivThakare @ShivThakare9 https://t.co/K40voRdf9Y",,https://www.twitter.com/user/status/1614932447946485761,0,0,0.03
Mohammed Mazhar Khan,@immazharkhan,2023-01-16 10:26:56,"RT @hrw: In India, the BJP-led government continued its systematic discrimination and stigmatization of religious minorities, particularly Muslims. BJP supporters increasingly committed violent attacks against targeted groups. #Rights2023  https://t.co/g4scvEgznN",,https://www.twitter.com/user/status/1614932207113764865,0,0,1.25
HERVE,@HERVE73950491,2023-01-16 10:26:56,"RT @ChuckPfarrer: WAR ON CITIES: A RU missile targeted an apartment block in the UKR city of Dnipro. 23 civilians are dead, 73  were wounded. 43 others are reported missing &amp;  Dnipro's Mayor says the chances of pulling additional survivors from the wreckage are ""minimal."" https://t.co/zEHb9clOxc https://t.co/NjFAcM8xhL",,https://www.twitter.com/user/status/1614932204064329728,0,0,6.09
John Locke,@SheldonHawkes,2023-01-16 10:26:40,"RT @narrative_hole: @DefenceU Your own AD intercepted the missile and exchanged some electrical substation for an entire residential building.

Your claim that the building was purposefully targeted was a lie

Your claim that you can’t intercept Kh-22 missiles was a lie, as you claimed to intercept it before",,https://www.twitter.com/user/status/1614932137248964609,0,0,0.22
vianca⁷ 🥦💥,@sleepyperi,2023-01-16 10:24:33,"RT @thvreport: Report and Block these akgaes under targeted harassment, sp@m and h@cked

📎 https://t.co/okBP5P2PnM
📎https://t.co/ChOnDrHt09
📎https://t.co/kVwPWAEB6h https://t.co/sql52FFN7K",,https://www.twitter.com/user/status/1614931607420563456,0,0,0.24
John callaghan,@NaeHumanRights,2023-01-16 10:24:17,"RT @SonyaSceats: We provide therapy to torture survivors who feel targeted by her language and who know first-hand where such dehumanising language can lead.

The Home Office has asked us to take this video down —- but we will not do so. https://t.co/jsBn8hQ6xV",,https://www.twitter.com/user/status/1614931537744785410,0,0,0.23
Neil Shima. 💙🇺🇦,@StickMan_v7,2023-01-16 10:23:44,"@PoliticsPollss In 2019 there was ONE conviction for voter fraud in the entire UK . This is targeted Tory voter suppression.
Voter ID is not needed. https://t.co/QTtHeFSPlc",,https://www.twitter.com/user/status/1614931400100089856,127,308,0.65
Klaus Rieneck,@KlausRieneck,2023-01-16 10:23:19,RT @KlausRieneck: Attacks on Russian bases used for sending missiles against Ukraine should be targeted and destroyed along with military-industrial compounds producing weapons for the Russian genocidal assault on Ukraine. https://t.co/e8opYlnbbn,,https://www.twitter.com/user/status/1614931296056401920,0,0,0.42
Jessie Czebotar,@CzebotarJessie,2023-01-16 10:22:33,"Organized, coordinated, targeted threats to silence witnesses who testify about #CrimesAgainstChildren https://t.co/03UJaUJ4tC",,https://www.twitter.com/user/status/1614931103621554177,44,103,119.36
Anmol Mahtani,@AnmolTrends,2023-01-16 10:22:04,RT @TheKhabriTweets: #ArchanaGautam is being over targeted now. Makers just used for for the show and now they are degrading her,,https://www.twitter.com/user/status/1614930981835902977,0,0,0.36
Om Prakash sohela,@SohelaOm,2023-01-16 10:21:57,"RT @BTCTN: The scammer waits and hopes the targeted user[s] will ""inadvertently copy their address from your transaction history and paste it elsewhere."" #walletaddress #phishingattacks https://t.co/UWkWVMVZ4K",,https://www.twitter.com/user/status/1614930952198979586,0,0,0.12
Marcus Cornaro ماركوس كورنارو,@AmbUeTunisie,2023-01-16 10:20:58,RT @MFA_Austria: Russia‘s targeted attacks on civilian infrastructure like the one on an apartment building in #Dnipro are an abhorrent violation of intl. humanitarian law. Civilians are not targets. We condemn this violence in the strongest terms &amp; stand in solidarity with the Ukrainian people.,,https://www.twitter.com/user/status/1614930705099943940,0,0,5.96
Venüs,@Vens74616507,2023-01-16 10:20:58,"RT @_iitsdee: i love the grandad’s side who tries to understand what ferit feels. 
he gives him targeted, right advice, important teachings with a few simple words, and ferit, realizing that he’s truly being listened to, lets his heart speak out bringing out all his emotions.

#yalıçapkını https://t.co/VpobhU0jXO",,https://www.twitter.com/user/status/1614930702880964609,0,0,0.1
Happy singh Happy,@Happysi35066586,2023-01-16 10:18:36,RT @AnilJha58772137: #FreeSikhPrisoners where is our freedom of speech? Where are our humans rights? Why #bandisingh are still in the jails despite completing their punishments?why an Indian constitution does these things only with sikhs? Why sikhs are being targeted? #bandisinghrehakaro https://t.co/fqFdb6lLOn,,https://www.twitter.com/user/status/1614930108661526530,0,0,0.43
Veerendra Singh,@og07353094,2023-01-16 10:18:32,"RT @shivthakre_stan: He deserves all the happiness &amp; success. Stop giving explanations!!!. His upbringing is marvelous. He will respect even his haters. His mom was forcing him to make shalin captain who targeted Shiv everytime. Just focus on hyping him on every platform.
#ShivThakare @ShivThakare9 https://t.co/K40voRdf9Y",,https://www.twitter.com/user/status/1614930090055602181,0,0,0.09
dg9b,@_dg9b_,2023-01-16 10:18:29,"RT @NOELreports: In the Bakhmut direction, a Russian BMP was targeted and destroyed. https://t.co/KOPGUKk7yo",,https://www.twitter.com/user/status/1614930079250878466,0,0,0.01
TTT,@TCamero35614831,2023-01-16 10:18:14,"RT @Fyrishsunset: Still ‘proud’ @AnasSarwar @agcolehamilton  @jackiebmsp @willie_rennie @MonicaLennon7 @GillianMSP @MareeToddMSP @jamiegreeneUK @Jackson_Carlaw @Audrey4ASNK @LabourRichard?

‘Rape monster who targeted female victims demands move to WOMEN'S prison’ https://t.co/OsNDMJu1rH",,https://www.twitter.com/user/status/1614930017024106499,0,0,0.68
ami⁷,@just_4_hope,2023-01-16 10:18:13,"RT @thvreport: Report and Block these akgaes under targeted harassment, sp@m and h@cked

📎 https://t.co/okBP5P2PnM
📎https://t.co/ChOnDrHt09
📎https://t.co/kVwPWAEB6h https://t.co/sql52FFN7K",,https://www.twitter.com/user/status/1614930010128932867,0,0,0.18
Sian LeCrazz ⁷,@Le_Sian,2023-01-16 10:17:16,"RT @EuromaidanPress: Top Ukraine's boxing coach Mykhailo Korenovskyi was killed in a Russian missile strike on Dnipro

On 14 January, the Russian Army targeted a residential building in Dnipro with a Kh-22 missile and killed 30 civilians and injured 73
https://t.co/hAGy4rRYRY https://t.co/GXazuxKGXL",,https://www.twitter.com/user/status/1614929772714360833,0,0,1.45
Patecumbia,@Malquitofff,2023-01-16 10:17:11,"RT @narrative_hole: @DefenceU Your own AD intercepted the missile and exchanged some electrical substation for an entire residential building.

Your claim that the building was purposefully targeted was a lie

Your claim that you can’t intercept Kh-22 missiles was a lie, as you claimed to intercept it before",,https://www.twitter.com/user/status/1614929753659830273,0,0,2.19
ℝ𝕒𝕔𝕙𝕖𝕝,@icklepickle,2023-01-16 10:17:06,"RT @shailjapatel: “Suella Braverman refused to apologise for dehumanising language when challenged by a Holocaust survivor. The Home Office has demanded we remove the footage. As a therapy provider to torture survivors who feel targeted by her language, we will not do so.""

https://t.co/BZouSGvUma",,https://www.twitter.com/user/status/1614929730997739521,0,0,3.94
Rajen Limbu,@rajenlimbu1,2023-01-16 10:17:05,RT @derykhouston: The @BBCWorld does not mention that the devastating strike in Dnipro which hit the entrance of a nine-storey building...was the result of a missile being shot down and was not targeted deliberately. If we want to avoid WW3 and nuclear war we must have more honest reporting.,,https://www.twitter.com/user/status/1614929725117403140,0,0,0.61
💙John Hanton. 🏴󠁧󠁢󠁳󠁣󠁴󠁿 🏴󠁧󠁢󠁳󠁣󠁴󠁿 #FBPE,@JohnHanton57,2023-01-16 10:16:36,"RT @SonyaSceats: We provide therapy to torture survivors who feel targeted by her language and who know first-hand where such dehumanising language can lead.

The Home Office has asked us to take this video down —- but we will not do so. https://t.co/jsBn8hQ6xV",,https://www.twitter.com/user/status/1614929606431080449,0,0,2.13
